brand,model,form_factor,frequency_response,has_microphone,is_wireless,type,color,price
Skullcandy,S2IKFY-074,In Ear,"{'min': 5.0, 'max': 22000.0, 'default': None}",True,False,Closed,Black / White,"['USD', '14.95']"
Skullcandy,S2INCZ-036,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Skullcandy,S2INCZ-040,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Skullcandy,S2INCZ-045,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Skullcandy,S2INCZ-049,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Skullcandy,S2INCZ-058,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Skullcandy,S2INDY-045,In Ear,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Skullcandy,S2INDY-134,In Ear,,True,False,Closed,Black / Pink,"['USD', '0.00']"
Skullcandy,S2SBDY-101,In Ear,,False,False,Closed,Black / Blue,"['USD', '0.00']"
Skullcandy,S2SBDY-134,In Ear,,False,False,Closed,Black / Pink,"['USD', '0.00']"
Skullcandy,S2SBDY-209,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,White / Purple,"['USD', '0.00']"
Skullcandy,S2SBDY-210,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",True,False,Closed,White / Purple,"['USD', '0.00']"
Skullcandy,S2SBDZ-036,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Skullcandy,S2SBDZ-134,In Ear,,False,False,Closed,Black / Pink,"['USD', '0.00']"
Skullcandy,S2SBFY-033,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '39.75']"
Skullcandy,S2SBFY-058,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",True,False,Closed,Multicolor,"['USD', '0.00']"
Skullcandy,S2SBFY-129,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Skullcandy,S2SBFY-130,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",True,False,Closed,Blue / White,"['USD', '15.99']"
Skullcandy,S2TTCB-047,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Skullcandy,S2TTDY-016,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Skullcandy,S2TTDY-033,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Skullcandy,S2TTDY-206,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Skullcandy,S3FXDM-033,Earbud,,True,False,Closed,Black,"['USD', '0.00']"
Skullcandy,S3FXDM-159,Earbud,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Skullcandy,S3FXDM-160,Earbud,,True,False,Closed,Black / Red,"['USD', '0.00']"
Skullcandy,S4CHDM-082,Earbud,,False,False,Closed,Purple,"['USD', '0.00']"
Skullcandy,S5AVDM-161,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '66.43']"
Skullcandy,S5AVDM-161,Supra-aural,,False,False,Closed,Black / Silver,"['USD', '49.72']"
Skullcandy,S5AVFM-289,Supra-aural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Skullcandy,S5URDY-003,Supra-aural,,False,False,Closed,Black,"['USD', '0.00']"
Skullcandy,S5URDZ-072,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White / Purple,"['USD', '0.00']"
Skullcandy,S5URDZ-074,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / White,"['USD', '0.00']"
Skullcandy,S5URDZ-083,Supra-aural,,False,False,Closed,Black / Yellow,"['USD', '0.00']"
Skullcandy,S5URFZ-033,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Skullcandy,S5URFZ-101,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '39.99']"
Skullcandy,S6AGDZ-150,Circumaural,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,Red / Amber,"['USD', '17.98']"
Skullcandy,S6AVFM-156,Circumaural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Skullcandy,S6AVFM-157,Circumaural,,True,False,Closed,Brown,"['USD', '0.00']"
Skullcandy,S6AVFM-158,Circumaural,,True,False,Closed,Black / White,"['USD', '130.00']"
Skullcandy,S6AVFM-289,Circumaural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Skullcandy,S6HEDY-049,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Red / Blue,"['USD', '0.00']"
Skullcandy,S6HSDY-210,Circumaural,"{'min': 20.0, 'max': 22000.0, 'default': None}",True,False,Closed,Purple / Black,"['USD', '0.00']"
Skullcandy,S6HSDZ-058,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Multicolor,"['USD', '0.00']"
Skullcandy,S6HSDZ-072,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / White,"['USD', '69.98']"
Skullcandy,S6HSDZ-161,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Skullcandy,S6HSGY-367,Circumaural,,False,False,Closed,Camo,"['USD', '0.00']"
Skullcandy,S6HSGY-378,Circumaural,,False,False,Closed,White / Black,"['USD', '0.00']"
Skullcandy,S6HSGY-384,Circumaural,,False,False,Closed,White / Black,"['USD', '0.00']"
Skullcandy,S6HTW-K033,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black,"['USD', '67.61']"
Skullcandy,S6HTW-K613,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Red,"['USD', '68.90']"
Skullcandy,S6HTW-K617,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Blue,"['USD', '55.00']"
Skullcandy,S6HTW-K625,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Gray,"['USD', '70.95']"
Skullcandy,S6HTW-L638,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Green / Black,"['USD', '99.00']"
Skullcandy,S6HTW-L678,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,White,"['USD', '79.93']"
Skullcandy,S6HTW-M685,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Red,"['USD', '69.00']"
Skullcandy,S6HTW-M687,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Green,"['USD', '70.59']"
Skullcandy,SLYR,Circumaural,,True,False,Closed,Black / White,"['USD', '0.00']"
Skullcandy,SLYR,Circumaural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Skullcandy,SLYR,Circumaural,,True,False,Closed,Black / Yellow,"['USD', '0.00']"
Skullcandy,SLYR- Assassins Creed 4,Circumaural,,True,False,Closed,Green / White,"['USD', '0.00']"
Skullcandy,Uprock Non Micd,Supra-aural,,False,False,Closed,Black / Red,"['USD', '37.00']"
Skullcandy,Uprock Non Micd,Supra-aural,,False,False,Closed,Black / Red,"['USD', '0.00']"
Smartaudios,E1,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Brown / Black,"['USD', '0.00']"
Sony,1262-3331,In Ear,,False,False,Closed,White,"['USD', '0.00']"
Sony,162219,Circumaural,,False,False,Closed,Black,"['USD', '0.00']"
Sony,163120478651,Supra-aural,,False,False,Closed,Black,"['USD', '0.00']"
Sony,3000398,Supra-aural,,True,False,Closed,Black / Blue,"['USD', '83.87']"
Sony,777786204211,Supra-aural,,False,False,Closed,Black,"['USD', '0.00']"
Sony,ASONMDRNC100K1,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-DRBTN200B,Supra-aural,,False,True,Closed,Black,"['USD', '0.00']"
Sony,CZ-DRBTN200W,Supra-aural,,False,True,Closed,White,"['USD', '0.00']"
Sony,CZ-MDR222KD/BLK,Supra-aural,"{'min': 14.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDR222KD/PIN,Supra-aural,"{'min': 14.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Pink,"['USD', '0.00']"
Sony,CZ-MDRAS200B,In Ear,,False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDRAS200BL,Earbud,,False,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,CZ-MDRAS200G,Earbud,,False,False,Closed,Black / Green,"['USD', '0.00']"
Sony,CZ-MDRAS200O,Earbud,,False,False,Closed,Black / Orange,"['USD', '0.00']"
Sony,CZ-MDRAS200PK,Earbud,,False,False,Closed,Black / Pink,"['USD', '0.00']"
Sony,CZ-MDRAS200W,Earbud,,False,False,Closed,White,"['USD', '0.00']"
Sony,CZ-MDRAS400IPB,In Ear,,True,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDRAS400IPW,In Ear,,True,False,Closed,White,"['USD', '0.00']"
Sony,CZ-MDRE9LP/BLK,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDRE9LP/BLK,Earbud,,False,False,Closed,Blue / White,"['USD', '0.00']"
Sony,CZ-MDRE9LP/GRAY,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,White / Gray,"['USD', '0.00']"
Sony,CZ-MDRE9LP/GRN,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Green / White,"['USD', '0.00']"
Sony,CZ-MDRE9LP/PNK,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Sony,CZ-MDRE9LP/RED,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Red / White,"['USD', '0.00']"
Sony,CZ-MDRE9LP/VLT,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,White / Purple,"['USD', '0.00']"
Sony,CZ-MDRE9LP/WHI,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,CZ-MDREX100APL,In Ear,,False,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,CZ-MDREX100APP,In Ear,,False,False,Closed,Pink / Black,"['USD', '0.00']"
Sony,CZ-MDREX100IPB,In Ear,,False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDREX100IPW,In Ear,,False,False,Closed,White,"['USD', '0.00']"
Sony,CZ-MDREX10LP/BLK,In Ear,,False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDREX10LP/DBL,In Ear,,False,False,Closed,Blue / White,"['USD', '0.00']"
Sony,CZ-MDREX10LP/DPK,In Ear,,False,False,Closed,Pink / White,"['USD', '0.00']"
Sony,CZ-MDREX10LP/RED,In Ear,,False,False,Closed,Red / White,"['USD', '0.00']"
Sony,CZ-MDREX10LP/VLT,In Ear,,False,False,Closed,Purple,"['USD', '0.00']"
Sony,CZ-MDREX10LP/WHI,In Ear,,False,False,Closed,White,"['USD', '0.00']"
Sony,CZ-MDREX25LPBLU,In Ear,,False,False,Closed,Blue / White,"['USD', '0.00']"
Sony,CZ-MDREX25LPPNK,In Ear,,False,False,Closed,White / Pink,"['USD', '0.00']"
Sony,CZ-MDREX25LPVLT,In Ear,,False,False,Closed,White / Purple,"['USD', '0.00']"
Sony,CZ-MDREX37B/BLK,In Ear,,False,False,Closed,Black / White,"['USD', '0.00']"
Sony,CZ-MDREX37B/BLU,In Ear,,False,False,Closed,Blue,"['USD', '0.00']"
Sony,CZ-MDREX37B/RED,In Ear,,False,False,Closed,Red / Black,"['USD', '0.00']"
Sony,CZ-MDREX37B/YLW,In Ear,,False,False,Closed,Black / Yellow,"['USD', '0.00']"
Sony,CZ-MDRMA300,Circumaural,,False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDRMA900,Supra-aural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,CZ-MDRV55/BR,Supra-aural,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Sony,CZ-MDRV55/WHI,Supra-aural,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,CZ-MDRZX600/BLK,Supra-aural,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Sony,CZ-MDRZX600/GRAY,Supra-aural,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Gray,"['USD', '0.00']"
Sony,DR-310DP/WHI,Supra-aural,,False,False,Closed,White,"['USD', '0.00']"
Sony,DR-AS22IP,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,DR-BTN200/BLK,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,True,Closed,Black / Silver,"['USD', '0.00']"
Sony,DR-BTN200M,Supra-aural,,False,True,Closed,White,"['USD', '0.00']"
Sony,DR-EX12iP/BLU,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Blue / White,"['USD', '0.00']"
Sony,DR-EX12iP/RED,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Red / White,"['USD', '0.00']"
Sony,DR-EX14VP/BLK,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,DR-EX14VP/PNK,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '0.00']"
Sony,DR-EX14VP/PNK,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,White / Purple,"['USD', '0.00']"
Sony,DR-ZX701IP,Circumaural,,False,False,Closed,Black,"['USD', '54.95']"
Sony,DRBTN200B,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,DRBTN200W,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,DREX12IP/BLK,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,DREX61IP,In Ear,"{'min': 5.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Sony,DRNC201IP,Supra-aural,"{'min': 8.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,DRPQ7IP/RED,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Sony,DRPQ7IP/VLT,In Ear,,True,False,Closed,Black / Purple,"['USD', '0.00']"
Sony,DRXB23VP,In Ear,"{'min': 5.0, 'max': 23000.0, 'default': None}",True,False,Closed,Black,"['USD', '45.95']"
Sony,Gold,Circumaural,,True,True,Closed,Black,"['USD', '0.00']"
Sony,IVG-YMDRG45LP,Supra-aural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-110LP,Supra-aural,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-222KD/BLK,Supra-aural,"{'min': 14.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-570LP/BLK,Supra-aural,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-7506,Circumaural,"{'min': 10.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-770LP,Supra-aural,"{'min': 12.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '29.95']"
Sony,MDR-AS200 BK,Earbud,"{'min': 17.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-AS200 BLU,Earbud,"{'min': 17.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,MDR-AS200/GRN,In Ear,,False,False,Closed,Black / Green,"['USD', '0.00']"
Sony,MDR-AS20J,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-E818LP,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Open,Black / Silver,"['USD', '0.00']"
Sony,MDR-E828LP/SLV,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-E829V,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-ED12LP/BLU,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,MDR-ED12LP/RED,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Sony,MDR-EX10LP/BLK,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-EX10LP/DBL,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Blue / White,"['USD', '0.00']"
Sony,MDR-EX10LP/DPK,In Ear,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Sony,MDR-EX210B/BLU,In Ear,"{'min': 5.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,MDR-EX37B/BLK,In Ear,"{'min': 6.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-EX37B/YLW,In Ear,"{'min': 6.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Yellow,"['USD', '0.00']"
Sony,MDR-EX38iP/BLK,In Ear,"{'min': 6.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-EX38iP/WHI,In Ear,"{'min': 6.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,MDR-EX40LP,In Ear,,False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-EX58V/BLK,In Ear,"{'min': 5.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-EX58V/BLU,In Ear,"{'min': 5.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,MDR-EX58V/RED,In Ear,"{'min': 5.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Sony,MDR-EX58V/VLT,In Ear,"{'min': 5.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Purple,"['USD', '0.00']"
Sony,MDR-EX58V/WHI,In Ear,"{'min': 5.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,MDR-G45LP,Supra-aural,"{'min': 16.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-IF240RK,Supra-aural,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,True,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-IF245RK,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-J10,Earbud,,False,False,Closed,Pink,"['USD', '0.00']"
Sony,MDR-J10/BLACK,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-J10/BLUE,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Sony,MDR-J10/BLUE,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Green,"['USD', '0.00']"
Sony,MDR-J20/SILVER,Earbud,"{'min': 16.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-MA300,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Open,Black,"['USD', '0.00']"
Sony,MDR-NC13,In Ear,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-NC22/BLK,Earbud,"{'min': 8.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-NC7/BLK,Supra-aural,"{'min': 30.0, 'max': 20000.0, 'default': None}",False,False,Open,Black / Silver,"['USD', '0.00']"
Sony,MDR-PQ1,Circumaural,"{'min': 8.0, 'max': 25000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Sony,MDR-PQ2/Z,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Brown,"['USD', '0.00']"
Sony,MDR-Q68LW,Supra-aural,"{'min': 16.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-RF810RK,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,True,Closed,Black,"['USD', '0.00']"
Sony,MDR-RF925RK,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,True,Closed,Black / White,"['USD', '0.00']"
Sony,MDR-RF985RK,Circumaural,"{'min': 10.0, 'max': 220000.0, 'default': None}",False,True,Closed,Black,"['USD', '0.00']"
Sony,MDR-V150,Supra-aural,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-V250V,Supra-aural,"{'min': 18.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-V55/WHI,Supra-aural,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,MDR-V6,Circumaural,"{'min': 5.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-W08L,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-X05/BR,Supra-aural,"{'min': 4.0, 'max': 24000.0, 'default': None}",False,False,Closed,Red / Black,"['USD', '0.00']"
Sony,MDR-X05/RB,Supra-aural,"{'min': 4.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '168.99']"
Sony,MDR-X05/WS,Supra-aural,"{'min': 4.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,MDR-X10/RED,Supra-aural,"{'min': 3.0, 'max': 29000.0, 'default': None}",False,False,Closed,White / Red,"['USD', '0.00']"
Sony,MDR-XB200,Supra-aural,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Sony,MDR-XB300,Supra-aural,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '190.77']"
Sony,MDR-XB400/BLK,Supra-aural,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-XB400/BLU,Supra-aural,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Sony,MDR-XB400/GRN,Supra-aural,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Green,"['USD', '0.00']"
Sony,MDR-XB400/PNK,Supra-aural,"{'min': 5.0, 'max': 22000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Sony,MDR-XB500,Supra-aural,"{'min': 4.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-XB600,Supra-aural,"{'min': 4.0, 'max': 24000.0, 'default': None}",False,False,Closed,Brown / Black,"['USD', '0.00']"
Sony,MDR-XB800,Supra-aural,"{'min': 3.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-XB920/B,Supra-aural,"{'min': 3.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-XD100,Circumaural,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '69.95']"
Sony,MDR-XD200,Supra-aural,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Sony,MDR-ZX100/BLK,Supra-aural,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-ZX100/WHT,Supra-aural,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,White,"['USD', '20.99']"
Sony,MDR-ZX300/BLK,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-ZX300/BLUE,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,MDR-ZX300A L,Supra-aural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Sony,MDR-ZX500,Circumaural,"{'min': 8.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR-ZX600/WHI,Supra-aural,"{'min': 6.0, 'max': 25000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Sony,MDR-ZX700,Supra-aural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR10RBLK,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Sony,MDR10RBLK,Circumaural,"{'min': 5.0, 'max': 40000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '289.99']"
Sony,MDR1R,Circumaural,"{'min': 4.0, 'max': 80000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR210LP,Supra-aural,"{'min': 14.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDR222KD/PIN,Supra-aural,"{'min': 14.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / Black,"['USD', '0.00']"
Sony,MDR7520,Supra-aural,"{'min': 5.0, 'max': 80000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Sony,MDRAS200/ORG,Earbud,"{'min': 17.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Orange,"['USD', '0.00']"
Sony,MDRAS200/WHI,Earbud,"{'min': 17.0, 'max': 22000.0, 'default': None}",False,False,Closed,White,"['USD', '13.99']"
Sony,MDRAS200B,Earbud,"{'min': 17.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
